customer_id,shop_name,gps_lat,gps_lng,locality,territory_id,customer_rating,review_rating,shop_category,cold_truck_required,volume_tier,payment_type,credit_limit,outstanding_balance,lifecycle_state,acquisition_date,preferred_visit_day,preferred_order_window
CUS_RUH_0001,Al Waha Fresh Mini Market,24.769194,46.600485,Hittin,TER_RUH,2,4.4,Mini Market,False,LOW,cash,0.0,0.0,Active,2025-02-27,Tuesday,Morning
CUS_RUH_0002,Al Othman Banquet Kitchen,24.780751,46.599296,Hittin,TER_RUH,3,3.9,Catering Kitchen,True,MED,cash,0.0,0.0,Active,2023-05-24,Tuesday,Midday
CUS_RUH_0003,Al Qassim Al Yasmin Grocery,24.844884,46.639722,Al Yasmin,TER_RUH,5,3.7,Grocery,False,MED,cash,0.0,0.0,At Risk,2022-10-20,Sunday,Morning
CUS_RUH_0004,Al Waha Fresh Meat,24.76971,46.596453,Hittin,TER_RUH,2,3.7,Butchery,True,HIGH,credit,71636.53,26962.89,Active,2022-09-25,Sunday,Midday
CUS_RUH_0005,Al Manar Fresh Butchery,24.829825,46.60646,Al Yasmin,TER_RUH,3,3.1,Butchery,True,MED,cash,0.0,0.0,Active,2023-01-03,Tuesday,Afternoon
CUS_RUH_0006,Al Shammari Chilled Foods,24.757268,46.589639,Hittin,TER_RUH,2,4.2,Cold Store,True,LOW,credit,5857.2,3237.35,New,2022-06-13,Saturday,Afternoon
CUS_RUH_0007,Olaya Grill,24.701275,46.657092,Olaya,TER_RUH,5,4.8,Restaurant,True,LOW,cash,0.0,0.0,New,2025-02-03,Wednesday,Afternoon
CUS_RUH_0008,Hittin Cafe,24.761057,46.603037,Hittin,TER_RUH,3,3.2,Cafe,True,MED,credit,35066.71,4264.31,Active,2022-08-08,Wednesday,Midday
CUS_RUH_0009,Al Nada Fresh Mini Market,24.66147,46.736475,Al Malaz,TER_RUH,3,3.4,Mini Market,False,LOW,cash,0.0,0.0,Dormant,2021-06-14,Thursday,Afternoon
CUS_RUH_0010,Al Ghamdi Mini Market,24.705431,46.703755,Al Sulaymaniyah,TER_RUH,2,3.8,Mini Market,False,MED,cash,0.0,0.0,Dormant,2025-06-06,Monday,Morning
CUS_RUH_0011,Al Noor Fresh Cafe,24.694424,46.73416,Al Sulaymaniyah,TER_RUH,5,4.0,Cafe,False,LOW,cash,0.0,0.0,Active,2022-02-20,Thursday,Midday
CUS_RUH_0012,Al Manar Al Malaz Hotel Kitchen,24.655689,46.745293,Al Malaz,TER_RUH,4,3.3,Hotel Kitchen,True,LOW,cash,0.0,0.0,New,2026-02-01,Monday,Afternoon
CUS_RUH_0013,Hittin Market,24.765952,46.577897,Hittin,TER_RUH,4,3.3,Supermarket,True,HIGH,credit,62818.64,20725.53,Active,2024-11-20,Thursday,Morning
CUS_RUH_0014,Al Rashid Trading Market,24.669817,46.744251,Al Malaz,TER_RUH,1,4.1,Supermarket,False,LOW,cash,0.0,0.0,At Risk,2025-12-14,Sunday,Midday
CUS_RUH_0015,Al Ghamdi Trading Corner Market,24.666298,46.731369,Al Malaz,TER_RUH,1,3.2,Mini Market,False,LOW,cash,0.0,0.0,At Risk,2026-04-17,Sunday,Morning
CUS_RUH_0016,Al Subaie Trading Meat Shop,24.703394,46.66889,Olaya,TER_RUH,5,4.6,Butchery,True,LOW,cash,0.0,0.0,New,2021-07-24,Saturday,Midday
CUS_RUH_0017,Al Rawabi Roastery,24.67147,46.713252,Al Malaz,TER_RUH,2,4.2,Cafe,True,MED,credit,30879.99,27006.33,Active,2025-12-05,Wednesday,Afternoon
CUS_RUH_0018,Al Rawabi Baqala,24.663263,46.726712,Al Malaz,TER_RUH,5,4.3,Mini Market,False,LOW,cash,0.0,0.0,Active,2023-02-21,Thursday,Midday
CUS_RUH_0019,Al Madina Coffee House,24.71281,46.722744,Al Sulaymaniyah,TER_RUH,4,3.5,Cafe,False,HIGH,credit,47265.61,11791.77,Active,2025-10-24,Wednesday,Afternoon
CUS_RUH_0020,Al Madina Chilled Foods,24.697718,46.715306,Al Sulaymaniyah,TER_RUH,4,4.5,Cold Store,True,MED,cash,0.0,0.0,Active,2024-11-17,Monday,Morning
CUS_RUH_0021,Al Subaie Trading Restaurant,24.662204,46.732799,Al Malaz,TER_RUH,2,3.4,Restaurant,False,HIGH,cash,0.0,0.0,New,2023-12-17,Tuesday,Afternoon
CUS_RUH_0022,Al Tazaj Fresh Meat,24.750129,46.612277,Hittin,TER_RUH,3,4.7,Butchery,True,LOW,cash,0.0,0.0,Active,2025-11-30,Thursday,Afternoon
CUS_RUH_0023,Al Tazaj Fresh Restaurant,24.826289,46.642652,Al Yasmin,TER_RUH,2,4.2,Restaurant,True,LOW,cash,0.0,0.0,Active,2025-12-23,Thursday,Afternoon
CUS_RUH_0024,Al Tazaj Fresh Hotel Kitchen,24.819835,46.634684,Al Yasmin,TER_RUH,4,4.8,Hotel Kitchen,True,MED,credit,15570.53,15941.45,At Risk,2024-12-02,Sunday,Midday
CUS_RUH_0025,Al Shammari Trading Cafe,24.826697,46.649614,Al Yasmin,TER_RUH,3,2.6,Cafe,False,MED,credit,21754.66,6915.98,Active,2021-10-03,Sunday,Midday
CUS_RUH_0026,Al Madina Fresh Banquet Kitchen,24.836356,46.63128,Al Yasmin,TER_RUH,1,3.8,Catering Kitchen,True,MED,cash,0.0,0.0,Dormant,2026-02-03,Tuesday,Afternoon
CUS_RUH_0027,Al Nakheel Fresh Kitchen,24.764633,46.577551,Hittin,TER_RUH,3,3.9,Restaurant,False,MED,cash,0.0,0.0,At Risk,2025-06-20,Sunday,Midday
CUS_RUH_0028,Al Rajhi Trading Hospitality Supplies,24.671622,46.753414,Al Malaz,TER_RUH,1,3.7,Hotel Kitchen,True,LOW,credit,7122.26,6593.48,Churned,2023-03-30,Sunday,Midday
CUS_RUH_0029,Al Tazaj Meat Shop,24.692095,46.70498,Al Sulaymaniyah,TER_RUH,2,4.5,Butchery,True,MED,credit,43292.14,27803.03,Active,2021-07-31,Sunday,Morning
CUS_RUH_0030,Al Tazaj Grill,24.715202,46.668033,Olaya,TER_RUH,3,4.3,Restaurant,True,LOW,credit,10702.96,4562.54,Active,2023-02-25,Saturday,Afternoon
CUS_RUH_0031,Al Anazi Banquet Kitchen,24.712593,46.686608,Olaya,TER_RUH,5,3.6,Catering Kitchen,True,MED,cash,0.0,0.0,Dormant,2024-12-03,Sunday,Morning
CUS_RUH_0032,Al Zahrani Trading Catering Kitchen,24.69751,46.70634,Al Sulaymaniyah,TER_RUH,5,3.2,Catering Kitchen,True,HIGH,cash,0.0,0.0,At Risk,2025-01-14,Monday,Morning
CUS_RUH_0033,Al Dossari Trading Mini Market,24.830435,46.633439,Al Yasmin,TER_RUH,4,4.0,Mini Market,False,MED,credit,22676.58,23591.95,At Risk,2024-09-23,Monday,Midday
CUS_RUH_0034,Al Jazeera Baqala,24.664958,46.717561,Al Malaz,TER_RUH,4,3.8,Mini Market,False,MED,credit,25778.07,24818.15,At Risk,2024-02-21,Sunday,Midday
CUS_RUH_0035,Al Malki Trading Catering Kitchen,24.697341,46.701255,Al Sulaymaniyah,TER_RUH,4,3.9,Catering Kitchen,True,HIGH,credit,54864.17,37407.59,Active,2023-01-21,Sunday,Midday
CUS_RUH_0036,Al Qassim Fresh Banquet Kitchen,24.67215,46.758474,Al Malaz,TER_RUH,4,4.1,Catering Kitchen,True,LOW,cash,0.0,0.0,Active,2023-02-15,Monday,Morning
CUS_RUH_0037,Al Dana Oven,24.7144,46.673677,Olaya,TER_RUH,4,2.9,Bakery,False,HIGH,credit,78227.76,21798.7,New,2023-06-07,Sunday,Midday
CUS_RUH_0038,Al Mutairi Trading Supermarket,24.711201,46.675347,Olaya,TER_RUH,4,5.0,Supermarket,True,HIGH,credit,117686.54,69917.11,New,2021-09-11,Monday,Midday
CUS_RUH_0039,Al Anazi Fresh Meat,24.709334,46.678338,Olaya,TER_RUH,4,4.0,Butchery,True,LOW,cash,0.0,0.0,At Risk,2021-11-19,Sunday,Morning
CUS_RUH_0040,Al Subaie Trading Banquet Kitchen,24.750439,46.616373,Hittin,TER_RUH,4,4.4,Catering Kitchen,True,LOW,cash,0.0,0.0,At Risk,2023-10-24,Monday,Afternoon
CUS_RUH_0041,Al Baraka Mini Market,24.772508,46.590922,Hittin,TER_RUH,3,4.8,Mini Market,False,HIGH,cash,0.0,0.0,Active,2021-10-29,Sunday,Morning
CUS_RUH_0042,Al Rashid Trading Banquet Kitchen,24.811313,46.637482,Al Yasmin,TER_RUH,1,5.0,Catering Kitchen,True,LOW,cash,0.0,0.0,Active,2022-11-21,Thursday,Afternoon
CUS_RUH_0043,Al Ghamdi Trading Hospitality Supplies,24.656445,46.728082,Al Malaz,TER_RUH,4,4.1,Hotel Kitchen,True,MED,credit,15214.63,6082.55,Active,2022-12-07,Wednesday,Afternoon
CUS_RUH_0044,Al Nada Fresh Catering Kitchen,24.82143,46.610959,Al Yasmin,TER_RUH,5,4.0,Catering Kitchen,False,LOW,credit,7616.37,5609.69,Active,2022-05-22,Tuesday,Afternoon
CUS_RUH_0045,Al Dossari Trading Hyper Mini,24.815137,46.636076,Al Yasmin,TER_RUH,4,3.5,Supermarket,True,LOW,cash,0.0,0.0,Dormant,2025-03-01,Saturday,Morning
CUS_RUH_0046,Al Qassim Chilled Foods,24.718654,46.701491,Al Sulaymaniyah,TER_RUH,5,3.8,Cold Store,True,LOW,cash,0.0,0.0,Active,2025-09-27,Tuesday,Afternoon
CUS_RUH_0047,Al Mutairi Trading Hospitality Supplies,24.720661,46.659342,Olaya,TER_RUH,2,4.1,Hotel Kitchen,True,LOW,cash,0.0,0.0,New,2022-07-19,Monday,Afternoon
CUS_RUH_0048,Al Harbi Cold Store,24.68232,46.71518,Al Malaz,TER_RUH,4,4.1,Cold Store,True,LOW,cash,0.0,0.0,Dormant,2021-06-26,Wednesday,Midday
CUS_RUH_0049,Al Shammari Corner Market,24.714427,46.684292,Olaya,TER_RUH,3,3.3,Mini Market,False,HIGH,credit,40571.95,12157.1,Active,2022-06-23,Wednesday,Afternoon
CUS_RUH_0050,Al Dana Fresh Coffee House,24.65273,46.741568,Al Malaz,TER_RUH,5,4.2,Cafe,False,LOW,cash,0.0,0.0,At Risk,2023-01-30,Wednesday,Afternoon
CUS_RUH_0051,Al Shehri Trading Chilled Foods,24.829921,46.634499,Al Yasmin,TER_RUH,3,3.6,Cold Store,True,MED,cash,0.0,0.0,At Risk,2022-06-19,Thursday,Morning
CUS_RUH_0052,Al Baraka Butchery,24.766215,46.605835,Hittin,TER_RUH,5,3.6,Butchery,True,HIGH,credit,97023.46,61512.21,Active,2023-04-08,Saturday,Midday
CUS_RUH_0053,Al Dana Chilled Foods,24.732511,46.680474,Olaya,TER_RUH,3,3.3,Cold Store,True,HIGH,credit,42973.99,29629.92,Active,2026-03-23,Wednesday,Midday
CUS_RUH_0054,Al Manar Al Sulaymaniyah Cold Store,24.708594,46.699118,Al Sulaymaniyah,TER_RUH,1,4.4,Cold Store,True,MED,cash,0.0,0.0,Active,2025-08-05,Saturday,Midday
CUS_RUH_0055,Al Madina Mini Market,24.724547,46.664426,Olaya,TER_RUH,4,4.5,Mini Market,False,LOW,cash,0.0,0.0,At Risk,2022-03-23,Sunday,Afternoon
CUS_RUH_0056,Al Rashid Trading Hyper Mini,24.831748,46.6404,Al Yasmin,TER_RUH,2,5.0,Supermarket,True,LOW,credit,3026.59,2410.17,Active,2025-12-01,Tuesday,Midday
CUS_RUH_0057,Al Ghamdi Trading Frozen Foods,24.760837,46.592852,Hittin,TER_RUH,5,3.5,Cold Store,True,LOW,cash,0.0,0.0,Active,2023-02-06,Sunday,Midday
CUS_RUH_0058,Al Rajhi Trading Fresh Meat,24.817913,46.629243,Al Yasmin,TER_RUH,4,4.2,Butchery,True,LOW,cash,0.0,0.0,Active,2025-04-02,Thursday,Morning
CUS_RUH_0059,Al Ghamdi Coffee House,24.766716,46.612458,Hittin,TER_RUH,3,4.0,Cafe,False,MED,cash,0.0,0.0,New,2025-06-13,Thursday,Afternoon
CUS_RUH_0060,Al Shehri Food Store,24.683969,46.73182,Al Malaz,TER_RUH,4,5.0,Grocery,False,LOW,cash,0.0,0.0,Active,2025-08-06,Tuesday,Morning
CUS_RUH_0061,Al Manar Fresh Hospitality Supplies,24.674646,46.724478,Al Malaz,TER_RUH,3,3.4,Hotel Kitchen,False,LOW,cash,0.0,0.0,Active,2025-12-05,Monday,Afternoon
CUS_RUH_0062,Al Malki Trading Cold Store,24.706633,46.70843,Al Sulaymaniyah,TER_RUH,2,4.4,Cold Store,True,LOW,cash,0.0,0.0,At Risk,2021-11-29,Tuesday,Morning
CUS_RUH_0063,Al Waha Fresh Frozen Foods,24.706529,46.710297,Al Sulaymaniyah,TER_RUH,4,3.5,Cold Store,True,LOW,cash,0.0,0.0,Active,2021-07-19,Wednesday,Afternoon
CUS_RUH_0064,Al Baraka Kitchen,24.684141,46.705665,Al Sulaymaniyah,TER_RUH,4,4.5,Restaurant,False,MED,cash,0.0,0.0,Dormant,2023-02-11,Tuesday,Morning
CUS_RUH_0065,Al Dana Hotel Kitchen,24.713911,46.659157,Olaya,TER_RUH,4,4.1,Hotel Kitchen,True,LOW,credit,7897.37,1983.39,Active,2022-12-22,Saturday,Afternoon
CUS_RUH_0066,Al Khaleej Fresh Cold Store,24.705539,46.700244,Al Sulaymaniyah,TER_RUH,5,4.1,Cold Store,True,MED,cash,0.0,0.0,Active,2023-06-02,Saturday,Midday
CUS_RUH_0067,Al Noor Mini Market,24.701856,46.697032,Al Sulaymaniyah,TER_RUH,5,4.2,Mini Market,False,HIGH,cash,0.0,0.0,Active,2022-02-10,Wednesday,Morning
CUS_RUH_0068,Al Shehri Hotel Kitchen,24.717815,46.688026,Olaya,TER_RUH,3,4.6,Hotel Kitchen,True,LOW,cash,0.0,0.0,At Risk,2022-12-17,Sunday,Morning
CUS_RUH_0069,Al Riyadh Hittin Hyper Mini,24.748086,46.590569,Hittin,TER_RUH,1,4.3,Supermarket,True,LOW,credit,13263.82,1187.66,Active,2021-10-06,Tuesday,Midday
CUS_RUH_0070,Al Khaleej Al Sulaymaniyah Baqala,24.706986,46.717584,Al Sulaymaniyah,TER_RUH,3,5.0,Mini Market,False,LOW,cash,0.0,0.0,Active,2021-07-31,Saturday,Midday
CUS_RUH_0071,Al Riyadh Fresh Mini Market,24.833529,46.64429,Al Yasmin,TER_RUH,5,4.5,Mini Market,False,MED,cash,0.0,0.0,Active,2023-12-14,Wednesday,Afternoon
CUS_RUH_0072,Al Mutairi Baqala,24.834435,46.626288,Al Yasmin,TER_RUH,4,4.4,Mini Market,False,LOW,cash,0.0,0.0,Active,2023-09-23,Monday,Midday
CUS_RUH_0073,Al Rawabi Mini Market,24.818397,46.627262,Al Yasmin,TER_RUH,2,3.7,Mini Market,False,MED,credit,20938.32,2648.01,Active,2022-02-19,Wednesday,Morning
CUS_RUH_0074,Al Madina Hospitality Supplies,24.764522,46.630906,Hittin,TER_RUH,4,3.0,Hotel Kitchen,True,MED,credit,14278.09,10629.74,Dormant,2021-12-27,Wednesday,Afternoon
CUS_RUH_0075,Al Nada Fresh Chilled Foods,24.675328,46.715115,Al Malaz,TER_RUH,2,3.7,Cold Store,True,LOW,cash,0.0,0.0,Active,2026-02-22,Wednesday,Afternoon
CUS_RUH_0076,Al Harbi Hospitality Supplies,24.775863,46.602997,Hittin,TER_RUH,3,3.4,Hotel Kitchen,True,LOW,credit,14078.1,6245.14,New,2023-08-27,Saturday,Morning
CUS_RUH_0077,Al Malki Hotel Kitchen,24.703445,46.683025,Olaya,TER_RUH,4,3.6,Hotel Kitchen,True,HIGH,credit,67784.92,32504.13,Active,2025-03-09,Saturday,Midday
CUS_RUH_0078,Al Qassim Cold Store,24.829538,46.630765,Al Yasmin,TER_RUH,4,3.6,Cold Store,True,LOW,cash,0.0,0.0,New,2025-03-17,Thursday,Afternoon
CUS_RUH_0079,Al Noor Coffee House,24.851244,46.638066,Al Yasmin,TER_RUH,2,2.9,Cafe,False,MED,credit,23834.22,5477.04,Active,2022-05-23,Sunday,Midday
CUS_RUH_0080,Al Noor Hittin Hospitality Supplies,24.7657,46.593993,Hittin,TER_RUH,4,4.5,Hotel Kitchen,True,LOW,cash,0.0,0.0,New,2021-11-04,Monday,Afternoon
CUS_RUH_0081,Al Yasmin Meat Shop,24.818175,46.628776,Al Yasmin,TER_RUH,4,4.3,Butchery,True,LOW,cash,0.0,0.0,Active,2023-06-09,Saturday,Midday
CUS_RUH_0082,Al Malki Banquet Kitchen,24.721249,46.659721,Olaya,TER_RUH,2,3.8,Catering Kitchen,True,LOW,cash,0.0,0.0,Active,2024-04-08,Thursday,Morning
CUS_RUH_0083,Al Baraka Bakery,24.758252,46.594098,Hittin,TER_RUH,3,5.0,Bakery,False,MED,credit,43537.82,10607.25,Active,2024-01-04,Wednesday,Afternoon
CUS_RUH_0084,Al Baraka Fresh Banquet Kitchen,24.831661,46.614555,Al Yasmin,TER_RUH,5,4.5,Catering Kitchen,True,MED,cash,0.0,0.0,New,2023-11-20,Thursday,Midday
CUS_RUH_0085,Al Anazi Trading Bakery,24.725098,46.723998,Al Sulaymaniyah,TER_RUH,5,3.2,Bakery,False,HIGH,credit,57936.71,10751.56,Active,2025-11-05,Thursday,Morning
CUS_RUH_0086,Al Jazeera Banquet Kitchen,24.821647,46.64592,Al Yasmin,TER_RUH,3,3.6,Catering Kitchen,False,LOW,cash,0.0,0.0,Dormant,2026-02-06,Monday,Afternoon
CUS_RUH_0087,Al Nakheel Fresh Hyper Mini,24.716498,46.684203,Olaya,TER_RUH,5,3.5,Supermarket,True,LOW,credit,11199.08,3889.39,Active,2024-12-11,Thursday,Midday
CUS_RUH_0088,Al Zahrani Hotel Kitchen,24.71083,46.63442,Olaya,TER_RUH,3,3.4,Hotel Kitchen,True,MED,cash,0.0,0.0,Active,2025-01-31,Thursday,Afternoon
CUS_RUH_0089,Al Nakheel Corner Market,24.824256,46.614717,Al Yasmin,TER_RUH,3,4.9,Mini Market,False,LOW,cash,0.0,0.0,Active,2023-06-09,Saturday,Midday
CUS_RUH_0090,Al Nakheel Grill,24.685095,46.705745,Al Sulaymaniyah,TER_RUH,5,4.1,Restaurant,False,HIGH,credit,98954.06,10647.61,Active,2024-11-14,Sunday,Afternoon
CUS_RUH_0091,Al Riyadh Supermarket,24.843331,46.612384,Al Yasmin,TER_RUH,5,4.6,Supermarket,False,HIGH,cash,0.0,0.0,Active,2022-09-27,Tuesday,Afternoon
CUS_RUH_0092,Al Tazaj Fresh Cold Store,24.701315,46.699034,Al Sulaymaniyah,TER_RUH,5,4.3,Cold Store,True,HIGH,credit,51525.16,55702.72,At Risk,2023-10-03,Sunday,Morning
CUS_RUH_0093,Al Jazeera Fresh Cafe,24.765842,46.594756,Hittin,TER_RUH,2,4.0,Cafe,False,HIGH,credit,73253.16,11820.4,Active,2026-01-24,Tuesday,Morning
CUS_RUH_0094,Al Othman Sweets & Bakery,24.663261,46.736507,Al Malaz,TER_RUH,4,4.4,Bakery,False,LOW,cash,0.0,0.0,At Risk,2021-07-25,Monday,Morning
CUS_RUH_0095,Al Manar Market,24.719061,46.695857,Al Sulaymaniyah,TER_RUH,5,5.0,Supermarket,True,LOW,credit,13926.15,11278.1,At Risk,2022-08-13,Sunday,Afternoon
CUS_RUH_0096,Al Malki Trading Mini Market,24.741617,46.600318,Hittin,TER_RUH,3,4.3,Mini Market,False,HIGH,cash,0.0,0.0,Active,2021-10-04,Saturday,Midday
CUS_RUH_0097,Al Safa Fresh Hospitality Supplies,24.766764,46.594477,Hittin,TER_RUH,4,3.9,Hotel Kitchen,True,MED,cash,0.0,0.0,Active,2025-02-17,Thursday,Morning
CUS_RUH_0098,Al Mutairi Trading Baqala,24.758048,46.594891,Hittin,TER_RUH,4,4.5,Mini Market,True,MED,cash,0.0,0.0,Dormant,2023-07-30,Monday,Midday
